DATE,CLOSE,OPEN,HIGH,LOW,VOLUME,14_RSI,ONLY_DATES
2018-07-26 09:15:00,,,,,,,2018-07-26
2018-07-26 09:20:00,1025.7,1020.5,1031.7,1019.2,21043.0,,2018-07-26
2018-07-26 09:25:00,1030.3,1026.0,1033.5,1023.0,19057.0,,2018-07-26
2018-07-26 09:30:00,1028.8,1030.0,1030.0,1026.3,4269.0,,2018-07-26
2018-07-26 09:35:00,1025.85,1027.95,1028.25,1023.0,8922.0,,2018-07-26
2018-07-26 09:40:00,1027.5,1026.0,1028.75,1024.5,3535.0,,2018-07-26
2018-07-26 09:45:00,1028.0,1027.45,1030.0,1027.45,5460.0,,2018-07-26
2018-07-26 09:50:00,1025.95,1027.65,1028.0,1025.2,3300.0,,2018-07-26
2018-07-26 09:55:00,1025.6,1025.95,1026.1,1024.5,3725.0,,2018-07-26
2018-07-26 10:00:00,1023.5,1026.0,1026.0,1023.05,6222.0,,2018-07-26
2018-07-26 10:05:00,1014.0,1023.7,1023.7,1014.0,24740.0,,2018-07-26
2018-07-26 10:10:00,1015.25,1014.0,1015.95,1014.0,10070.0,,2018-07-26
2018-07-26 10:15:00,1011.65,1015.05,1016.0,1010.2,13284.0,,2018-07-26
2018-07-26 10:20:00,1013.6,1011.0,1014.0,1010.55,8988.0,,2018-07-26
2018-07-26 10:25:00,1012.3,1014.0,1015.0,1011.0,5755.0,,2018-07-26
2018-07-26 10:30:00,1010.75,1011.65,1013.15,1010.0,8357.0,28.55093256814922,2018-07-26
2018-07-26 10:35:00,1013.35,1010.75,1015.0,1006.6,24900.0,24.200913242009435,2018-07-26
2018-07-26 10:40:00,1012.25,1013.35,1014.0,1010.1,6712.0,24.499229583975634,2018-07-26
2018-07-26 10:45:00,1008.9,1012.5,1012.5,1007.8,13856.0,24.200913242009435,2018-07-26
2018-07-26 10:50:00,1005.75,1009.4,1010.0,1002.55,21291.0,18.340611353711907,2018-07-26
2018-07-26 10:55:00,1003.25,1005.8,1006.75,1001.25,13561.0,15.955983493810308,2018-07-26
2018-07-26 11:00:00,1004.25,1003.25,1006.9,1002.4,13183.0,19.263456090651644,2018-07-26
2018-07-26 11:05:00,1010.15,1004.0,1011.25,1004.0,15343.0,31.08935128518982,2018-07-26
2018-07-26 11:10:00,1007.2,1010.15,1010.4,1006.5,9219.0,30.455635491606785,2018-07-26
2018-07-26 11:15:00,1003.0,1007.8,1008.0,1002.65,14083.0,34.890109890109926,2018-07-26
2018-07-26 11:20:00,1006.9,1003.4,1007.0,1002.0,8076.0,39.30857874519845,2018-07-26
2018-07-26 11:25:00,1006.75,1006.9,1007.0,1004.0,6495.0,43.117977528089924,2018-07-26
2018-07-26 11:30:00,1006.55,1006.9,1007.9,1006.05,6078.0,39.586410635155005,2018-07-26
2018-07-26 11:35:00,1006.1,1007.0,1008.0,1006.0,6094.0,40.60606060606067,2018-07-26
2018-07-26 11:40:00,1006.3,1006.35,1007.0,1006.0,1264.0,42.969984202211585,2018-07-26
2018-07-26 11:45:00,1005.25,1006.3,1007.0,1004.5,3054.0,36.54485049833874,2018-07-26
2018-07-26 11:50:00,1004.7,1005.25,1006.45,1004.5,2689.0,37.225042301184395,2018-07-26
2018-07-26 11:55:00,1005.3,1004.8,1006.55,1004.15,4068.0,43.2835820895521,2018-07-26
2018-07-26 12:00:00,1006.4,1005.1,1006.8,1004.55,4433.0,51.31313131313129,2018-07-26
2018-07-26 12:05:00,1009.3,1006.4,1009.85,1005.55,10884.0,62.02783300198816,2018-07-26
2018-07-26 12:10:00,1010.0,1008.55,1011.95,1008.55,17769.0,61.56941649899411,2018-07-26
2018-07-26 12:15:00,1010.55,1009.9,1010.75,1009.2,10317.0,51.025641025640994,2018-07-26
2018-07-26 12:20:00,1009.0,1010.35,1010.95,1009.0,4943.0,54.97237569060769,2018-07-26
2018-07-26 12:25:00,1010.0,1009.0,1010.25,1009.0,5838.0,73.48993288590661,2018-07-26
2018-07-26 12:30:00,1010.3,1009.55,1010.7,1009.55,3667.0,65.04424778761103,2018-07-26
2018-07-26 12:35:00,1009.8,1010.0,1010.0,1009.1,3001.0,63.090128755365015,2018-07-26
2018-07-26 12:40:00,1009.9,1009.1,1010.0,1009.1,2635.0,64.50216450216509,2018-07-26
2018-07-26 12:45:00,1004.65,1009.85,1009.9,1004.15,6389.0,45.56574923547378,2018-07-26
2018-07-26 12:50:00,1004.3,1004.65,1005.5,1002.25,6569.0,43.93939393939385,2018-07-26
2018-07-26 12:55:00,1004.45,1004.3,1005.4,1004.15,4805.0,47.435897435897566,2018-07-26
2018-07-26 13:00:00,1006.0,1004.4,1006.0,1004.35,2290.0,53.91566265060229,2018-07-26
2018-07-26 13:05:00,1007.2,1005.15,1008.05,1005.0,4045.0,55.52325581395373,2018-07-26
2018-07-26 13:10:00,1007.45,1007.2,1008.3,1006.5,2288.0,53.21100917431213,2018-07-26
2018-07-26 13:15:00,1007.5,1007.45,1008.5,1007.35,3529.0,43.333333333333506,2018-07-26
2018-07-26 13:20:00,1005.0,1007.5,1008.0,1005.0,2053.0,33.66013071895419,2018-07-26
2018-07-26 13:25:00,1005.4,1005.0,1005.95,1005.0,1372.0,33.003300330033056,2018-07-26
2018-07-26 13:30:00,1005.8,1005.2,1006.05,1005.0,1859.0,38.57142857142841,2018-07-26
2018-07-26 13:35:00,1005.45,1005.6,1006.15,1005.15,1577.0,32.9588014981274,2018-07-26
2018-07-26 13:40:00,1003.35,1005.3,1007.45,1003.0,7195.0,27.062706270627245,2018-07-26
2018-07-26 13:45:00,1000.0,1003.05,1003.35,1000.0,17635.0,22.777777777777914,2018-07-26
2018-07-26 13:50:00,1001.05,1000.0,1004.85,996.3,38077.0,26.64907651715025,2018-07-26
2018-07-26 13:55:00,1007.75,1001.1,1010.0,1000.85,25178.0,57.59803921568634,2018-07-26
2018-07-26 14:00:00,1008.9,1008.0,1009.0,1004.2,20859.0,60.849056603773676,2018-07-26
2018-07-26 14:05:00,1008.1,1008.25,1008.85,1008.0,18841.0,58.352402745995455,2018-07-26
2018-07-26 14:10:00,1008.0,1008.25,1009.0,1008.0,13630.0,54.901960784313765,2018-07-26
2018-07-26 14:15:00,1008.65,1008.0,1009.75,1007.8,12832.0,53.65239294710314,2018-07-26
2018-07-26 14:20:00,1008.0,1008.5,1009.95,1007.6,12026.0,51.35802469135793,2018-07-26
