DATE,CLOSE,OPEN,HIGH,LOW,VOLUME,14_RSI,ONLY_DATES
2018-07-26 09:15:00,,,,,,,2018-07-26
2018-07-26 09:20:00,577.9,577.65,582.55,575.2,5076.0,,2018-07-26
2018-07-26 09:25:00,581.5,577.25,581.5,575.05,3487.0,,2018-07-26
2018-07-26 09:30:00,580.0,581.0,582.05,580.0,1723.0,,2018-07-26
2018-07-26 09:35:00,580.2,579.35,580.2,578.95,1226.0,,2018-07-26
2018-07-26 09:40:00,579.45,580.2,580.7,579.45,1501.0,,2018-07-26
2018-07-26 09:45:00,581.7,579.75,581.7,579.75,724.0,,2018-07-26
2018-07-26 09:50:00,582.2,581.8,583.45,581.8,4315.0,,2018-07-26
2018-07-26 09:55:00,583.9,581.9,583.9,581.9,510.0,,2018-07-26
2018-07-26 10:00:00,583.7,584.1,584.8,583.35,2575.0,,2018-07-26
2018-07-26 10:05:00,585.45,584.25,585.6,584.25,896.0,,2018-07-26
2018-07-26 10:10:00,584.6,585.5,586.0,584.6,2548.0,,2018-07-26
2018-07-26 10:15:00,586.75,584.95,587.9,584.95,4769.0,,2018-07-26
2018-07-26 10:20:00,582.6,587.95,588.0,582.6,5650.0,,2018-07-26
2018-07-26 10:25:00,583.5,583.1,584.0,582.5,932.0,,2018-07-26
2018-07-26 10:30:00,581.0,583.0,583.0,580.6,3043.0,56.73913043478269,2018-07-26
2018-07-26 10:35:00,580.7,581.5,582.0,580.05,2038.0,47.96954314720822,2018-07-26
2018-07-26 10:40:00,582.4,582.0,582.85,581.2,2030.0,56.030150753768865,2018-07-26
2018-07-26 10:45:00,581.8,582.5,583.05,580.75,2102.0,53.94088669950722,2018-07-26
2018-07-26 10:50:00,581.45,581.85,582.9,581.45,499.0,55.0251256281408,2018-07-26
2018-07-26 10:55:00,581.1,581.9,582.4,580.65,1447.0,48.33333333333324,2018-07-26
2018-07-26 11:00:00,581.5,580.35,581.5,580.35,589.0,48.044692737430005,2018-07-26
2018-07-26 11:05:00,581.1,581.6,581.6,581.0,264.0,41.56626506024094,2018-07-26
2018-07-26 11:10:00,579.0,581.05,581.45,579.0,1115.0,37.29729729729702,2018-07-26
2018-07-26 11:15:00,579.9,579.1,579.9,578.8,1682.0,34.27762039660014,2018-07-26
2018-07-26 11:20:00,579.9,579.8,579.95,579.3,338.0,36.011904761904404,2018-07-26
2018-07-26 11:25:00,579.1,579.2,579.7,579.1,8.0,25.242718446601543,2018-07-26
2018-07-26 11:30:00,579.1,579.1,579.1,579.0,417.0,34.513274336282805,2018-07-26
2018-07-26 11:35:00,579.9,579.1,579.9,579.1,422.0,33.928571428570905,2018-07-26
2018-07-26 11:40:00,579.35,579.85,579.85,579.1,430.0,41.081081081080875,2018-07-26
2018-07-26 11:45:00,579.35,578.85,579.35,578.35,1088.0,42.45810055865884,2018-07-26
2018-07-26 11:50:00,578.65,579.05,579.35,578.55,533.0,26.4150943396221,2018-07-26
2018-07-26 11:55:00,579.1,578.95,579.5,578.95,122.0,32.69230769230778,2018-07-26
2018-07-26 12:00:00,577.7,579.1,579.1,577.45,643.0,28.813559322033683,2018-07-26
2018-07-26 12:05:00,577.35,577.5,577.85,576.65,883.0,28.813559322033683,2018-07-26
2018-07-26 12:10:00,577.25,576.6,577.25,576.05,1006.0,25.14619883040922,2018-07-26
2018-07-26 12:15:00,578.25,577.0,578.25,577.0,316.0,34.42622950819657,2018-07-26
2018-07-26 12:20:00,578.9,578.0,578.9,578.0,718.0,49.35064935064919,2018-07-26
2018-07-26 12:25:00,579.2,578.9,579.2,578.5,666.0,45.070422535211755,2018-07-26
2018-07-26 12:30:00,579.25,578.5,579.5,578.5,896.0,45.454545454545595,2018-07-26
2018-07-26 12:35:00,579.25,579.65,580.1,579.25,876.0,51.18110236220454,2018-07-26
2018-07-26 12:40:00,580.0,579.15,580.0,578.35,1917.0,56.3380281690139,2018-07-26
2018-07-26 12:45:00,579.55,579.55,579.55,579.55,140.0,47.407407407407284,2018-07-26
2018-07-26 12:50:00,580.25,580.0,580.6,580.0,35.0,56.521739130434426,2018-07-26
2018-07-26 12:55:00,582.0,580.8,582.9,580.8,3024.0,65.317919075144,2018-07-26
2018-07-26 13:00:00,583.75,582.0,584.5,582.0,3246.0,76.2886597938141,2018-07-26
2018-07-26 13:05:00,583.6,583.55,584.05,583.05,1157.0,73.93617021276573,2018-07-26
2018-07-26 13:10:00,583.15,582.85,583.15,582.85,230.0,82.24852071005816,2018-07-26
2018-07-26 13:15:00,581.7,581.7,581.7,581.7,100.0,72.7748691099476,2018-07-26
2018-07-26 13:20:00,580.15,582.5,582.5,579.3,1220.0,63.181818181817945,2018-07-26
2018-07-26 13:25:00,580.6,579.85,580.65,579.7,1021.0,61.24401913875592,2018-07-26
2018-07-26 13:30:00,579.95,580.5,580.5,579.9,350.0,55.023923444976326,2018-07-26
2018-07-26 13:35:00,580.3,579.95,580.3,579.95,51.0,55.23809523809481,2018-07-26
2018-07-26 13:40:00,578.85,579.95,579.95,578.85,98.0,48.31932773109253,2018-07-26
