DATE,CLOSE,OPEN,HIGH,LOW,VOLUME,14_RSI,ONLY_DATES
2018-07-26 09:15:00,,,,,,,2018-07-26
2018-07-26 09:20:00,678.3,676.65,679.8,676.65,605.0,,2018-07-26
2018-07-26 09:25:00,677.6,679.1,679.3,677.05,963.0,,2018-07-26
2018-07-26 09:30:00,679.8,678.3,681.6,678.2,1414.0,,2018-07-26
2018-07-26 09:35:00,681.6,679.25,681.6,679.25,713.0,,2018-07-26
2018-07-26 09:40:00,682.35,681.0,684.6,680.35,1851.0,,2018-07-26
2018-07-26 09:45:00,689.15,683.9,689.95,683.5,3280.0,,2018-07-26
2018-07-26 09:50:00,689.0,689.05,691.95,687.55,2770.0,,2018-07-26
2018-07-26 09:55:00,688.15,689.0,689.65,688.0,510.0,,2018-07-26
2018-07-26 10:00:00,688.1,688.0,688.95,687.7,461.0,,2018-07-26
2018-07-26 10:05:00,687.75,688.0,688.0,687.0,333.0,,2018-07-26
2018-07-26 10:10:00,688.95,687.95,688.95,687.2,481.0,,2018-07-26
2018-07-26 10:15:00,688.0,688.9,688.9,687.15,100.0,,2018-07-26
2018-07-26 10:20:00,688.9,688.0,689.0,687.05,468.0,,2018-07-26
2018-07-26 10:25:00,688.0,688.5,688.5,688.0,379.0,,2018-07-26
2018-07-26 10:30:00,685.0,688.0,688.0,681.7,2919.0,66.26213592233029,2018-07-26
2018-07-26 10:35:00,683.85,685.35,685.35,682.1,1256.0,64.84560570071262,2018-07-26
2018-07-26 10:40:00,681.45,682.75,686.95,679.55,2144.0,53.882352941176684,2018-07-26
2018-07-26 10:45:00,682.05,681.45,682.5,681.45,855.0,51.12219451371555,2018-07-26
2018-07-26 10:50:00,680.05,682.85,682.85,680.05,909.0,44.600938967135946,2018-07-26
2018-07-26 10:55:00,681.15,680.05,682.45,679.55,1489.0,24.35897435897421,2018-07-26
2018-07-26 11:00:00,681.85,681.9,682.95,679.0,1137.0,27.863777089783312,2018-07-26
2018-07-26 11:05:00,682.9,682.5,682.9,682.5,64.0,33.94495412844027,2018-07-26
2018-07-26 11:10:00,686.2,683.6,686.45,683.4,980.0,45.15306122448986,2018-07-26
2018-07-26 11:15:00,683.0,685.7,686.25,683.0,2615.0,39.42093541202675,2018-07-26
2018-07-26 11:20:00,683.6,683.0,683.6,683.0,145.0,37.757437070938174,2018-07-26
2018-07-26 11:25:00,684.0,683.0,684.0,683.0,55.0,40.610328638497634,2018-07-26
2018-07-26 11:30:00,680.15,681.0,681.0,678.15,2008.0,31.95876288659794,2018-07-26
2018-07-26 11:35:00,678.4,678.05,678.4,678.05,120.0,30.876494023904357,2018-07-26
2018-07-26 11:40:00,680.0,678.55,681.0,678.55,422.0,39.45147679324897,2018-07-26
2018-07-26 11:45:00,680.75,680.75,680.75,680.75,6.0,43.347639484978515,2018-07-26
2018-07-26 11:50:00,674.0,677.0,679.45,674.0,3859.0,36.52802893309219,2018-07-26
2018-07-26 11:55:00,675.0,674.0,675.0,674.0,2288.0,37.433155080214064,2018-07-26
2018-07-26 12:00:00,675.7,675.0,675.7,675.0,369.0,41.86915887850491,2018-07-26
2018-07-26 12:05:00,676.4,675.7,676.4,675.7,301.0,40.98671726755224,2018-07-26
2018-07-26 12:10:00,678.0,676.4,678.1,676.4,812.0,42.93577981651375,2018-07-26
2018-07-26 12:15:00,680.0,678.65,680.0,678.0,1063.0,44.85815602836887,2018-07-26
2018-07-26 12:20:00,680.0,680.75,680.75,679.45,341.0,37.550200803212796,2018-07-26
2018-07-26 12:25:00,681.45,680.75,681.5,677.55,879.0,46.65226781857462,2018-07-26
2018-07-26 12:30:00,682.7,679.05,683.0,679.05,317.0,48.10924369747904,2018-07-26
2018-07-26 12:35:00,683.3,683.0,683.3,682.0,474.0,48.54166666666657,2018-07-26
2018-07-26 12:40:00,681.8,683.95,684.5,681.8,1298.0,53.81062355658193,2018-07-26
2018-07-26 12:45:00,684.45,683.8,684.5,683.15,1348.0,63.41463414634157,2018-07-26
2018-07-26 12:50:00,683.8,683.75,684.5,683.55,305.0,58.796296296296134,2018-07-26
2018-07-26 12:55:00,684.0,683.85,684.0,683.3,140.0,57.719714964370475,2018-07-26
2018-07-26 13:00:00,681.5,684.0,684.0,681.5,51.0,72.32142857142833,2018-07-26
2018-07-26 13:05:00,681.2,681.45,683.15,681.1,496.0,69.25465838509315,2018-07-26
2018-07-26 13:10:00,680.05,680.35,681.5,680.05,325.0,63.141993957703505,2018-07-26
2018-07-26 13:15:00,681.5,681.45,681.5,680.05,255.0,64.73988439306339,2018-07-26
2018-07-26 13:20:00,681.05,681.6,683.05,681.05,411.0,59.44272445820401,2018-07-26
2018-07-26 13:25:00,680.05,680.8,680.95,680.0,350.0,50.16501650165001,2018-07-26
2018-07-26 13:30:00,681.5,680.05,681.5,680.05,109.0,54.51807228915653,2018-07-26
2018-07-26 13:35:00,,,,,,,2018-07-26
2018-07-26 13:40:00,680.0,680.85,680.85,680.0,201.0,,2018-07-26
2018-07-26 13:45:00,681.45,680.9,681.5,680.9,182.0,,2018-07-26
2018-07-26 13:50:00,680.95,681.45,681.55,680.95,61.0,,2018-07-26
2018-07-26 13:55:00,681.85,681.0,681.85,680.2,442.0,,2018-07-26
2018-07-26 14:00:00,680.7,681.85,681.85,680.7,40.0,,2018-07-26
2018-07-26 14:05:00,681.9,681.0,681.9,680.5,444.0,,2018-07-26
2018-07-26 14:10:00,682.95,683.1,683.7,682.7,291.0,,2018-07-26
2018-07-26 14:15:00,682.35,682.55,684.0,681.6,1302.0,,2018-07-26
2018-07-26 14:20:00,682.35,683.3,683.3,682.35,242.0,,2018-07-26
2018-07-26 14:25:00,683.0,682.4,683.2,682.4,49.0,,2018-07-26
2018-07-26 14:30:00,683.9,682.9,683.9,682.8,636.0,,2018-07-26
2018-07-26 14:35:00,681.9,683.9,683.9,681.9,328.0,,2018-07-26
2018-07-26 14:40:00,682.1,681.6,683.0,681.6,421.0,,2018-07-26
2018-07-26 14:45:00,682.25,682.25,682.25,682.25,50.0,,2018-07-26
2018-07-26 14:50:00,681.1,681.65,683.5,681.1,186.0,54.6218487394959,2018-07-26
2018-07-26 14:55:00,681.65,681.1,681.65,680.0,491.0,50.909090909090615,2018-07-26
2018-07-26 15:00:00,681.85,682.95,682.95,681.5,569.0,54.205607476635436,2018-07-26
2018-07-26 15:05:00,681.9,682.15,682.75,680.0,1137.0,50.25380710659875,2018-07-26
2018-07-26 15:10:00,682.65,681.8,682.65,681.1,432.0,60.31746031746003,2018-07-26
2018-07-26 15:15:00,680.0,681.45,681.75,680.0,2023.0,41.28440366972486,2018-07-26
2018-07-26 15:20:00,682.6,680.05,682.6,680.0,569.0,48.59437751004006,2018-07-26
2018-07-26 15:25:00,682.4,681.8,682.55,680.6,988.0,50.207468879667864,2018-07-26
2018-07-26 15:30:00,682.1,683.0,684.0,682.1,2117.0,48.98785425101214,2018-07-26
2018-07-27 09:20:00,684.1,686.7,686.7,680.0,449.0,54.01459854014608,2018-07-27
2018-07-27 09:25:00,682.0,683.0,683.15,682.0,387.0,43.62416107382557,2018-07-27
2018-07-27 09:30:00,679.5,681.7,681.7,678.5,409.0,42.207792207792274,2018-07-27
2018-07-27 09:35:00,688.0,680.0,688.0,680.0,1153.0,62.447257383966225,2018-07-27
2018-07-27 09:40:00,687.5,686.45,687.5,685.0,1302.0,60.914760914760926,2018-07-27
2018-07-27 09:45:00,686.1,686.95,687.0,685.75,471.0,60.28806584362142,2018-07-27
2018-07-27 09:50:00,685.9,686.05,686.4,685.6,482.0,58.87265135699372,2018-07-27
2018-07-27 09:55:00,692.0,685.5,692.0,685.5,4768.0,67.001675041876,2018-07-27
2018-07-27 10:00:00,691.8,690.6,692.5,690.1,2394.0,66.4999999999999,2018-07-27
2018-07-27 10:05:00,691.7,691.8,693.9,691.2,10712.0,65.41737649063043,2018-07-27
2018-07-27 10:10:00,689.0,691.1,692.0,689.0,2166.0,65.30612244897955,2018-07-27
2018-07-27 10:15:00,689.95,689.05,693.0,689.05,2136.0,63.243243243243235,2018-07-27
2018-07-27 10:20:00,689.0,690.0,690.0,689.0,1482.0,61.57894736842105,2018-07-27
2018-07-27 10:25:00,689.9,689.45,689.9,689.0,614.0,63.402061855669956,2018-07-27
2018-07-27 10:30:00,690.0,690.0,690.75,689.15,1148.0,60.84558823529402,2018-07-27
2018-07-27 10:35:00,691.0,689.05,691.4,689.0,776.0,67.24137931034474,2018-07-27
2018-07-27 10:40:00,690.0,690.0,690.95,689.0,1771.0,71.34146341463403,2018-07-27
2018-07-27 10:45:00,692.25,690.0,692.25,688.7,1336.0,61.58038147138956,2018-07-27
2018-07-27 10:50:00,692.3,692.0,692.3,690.95,2911.0,63.40782122905008,2018-07-27
2018-07-27 10:55:00,689.55,692.0,692.0,688.55,595.0,58.96103896103873,2018-07-27
2018-07-27 11:00:00,689.95,689.0,691.0,689.0,1266.0,60.41131105398466,2018-07-27
2018-07-27 11:05:00,689.9,690.0,690.9,689.65,952.0,42.16417910447765,2018-07-27
2018-07-27 11:10:00,691.35,689.9,691.9,688.25,3122.0,48.464163822525855,2018-07-27
2018-07-27 11:15:00,689.05,690.95,690.95,689.05,600.0,42.13649851632037,2018-07-27
