Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Pivot,R1,S1,R2,S2
12-Jan-2018,10682.55,10690.4,10597.1,10681.25,180592153,11005.12,10642.72,10673.09,10620.84,10694.97,10590.47
15-Jan-2018,10718.5,10782.65,10713.8,10741.55,181262074,11333.11,10656.25,10715.4,10622.1,10749.55,10562.95
16-Jan-2018,10761.5,10762.35,10687.85,10700.45,217468081,12709.44,10746.0,10778.2,10709.35,10814.85,10677.15
17-Jan-2018,10702.45,10803.0,10666.75,10788.55,260488465,14334.26,10716.88,10745.91,10671.41,10791.38,10642.38
18-Jan-2018,10873.4,10887.5,10782.4,10817.0,321609375,17930.3,10752.77,10838.79,10702.54,10889.02,10616.52
19-Jan-2018,10829.2,10906.85,10793.9,10894.7,214011963,11792.26,10828.97,10875.54,10770.44,10934.07,10723.87
22-Jan-2018,10883.2,10975.1,10881.4,10966.2,238815813,14469.06,10865.15,10936.4,10823.45,10978.1,10752.2
23-Jan-2018,10997.4,11092.9,10994.55,11083.7,293445774,16423.91,10940.9,11000.4,10906.7,11034.6,10847.2
24-Jan-2018,11069.35,11110.1,11046.15,11086.0,292197072,16915.14,11057.05,11119.55,11021.2,11155.4,10958.7
25-Jan-2018,11095.6,11095.6,11009.2,11069.65,340469462,19939.54,11080.75,11115.35,11051.4,11144.7,11016.8
29-Jan-2018,11079.35,11171.55,11075.95,11130.4,249220726,16118.36,11058.15,11107.1,11020.7,11144.55,10971.75
30-Jan-2018,11120.85,11121.1,11033.9,11049.65,234969503,13232.19,11125.97,11175.99,11080.39,11221.57,11030.37
31-Jan-2018,11018.8,11058.5,10979.3,11027.7,253462573,14459.69,11068.22,11102.54,11015.34,11155.42,10981.02
01-Feb-2018,11044.55,11117.35,10878.8,11016.9,315743486,17719.4,11021.83,11064.36,10985.16,11101.03,10942.63
02-Feb-2018,10938.2,10954.95,10736.1,10760.6,291431992,16542.51,11004.35,11129.9,10891.35,11242.9,10765.8
05-Feb-2018,10604.3,10702.75,10586.8,10666.55,247479157,13980.63,10817.22,10898.34,10679.49,11036.07,10598.37
06-Feb-2018,10295.15,10594.15,10276.3,10498.25,274656443,15606.34,10652.03,10717.26,10601.31,10767.98,10536.08
07-Feb-2018,10607.2,10614.0,10446.4,10476.7,258095424,13971.66,10456.23,10636.16,10318.31,10774.08,10138.38
08-Feb-2018,10518.5,10637.8,10479.55,10576.85,239407938,12569.23,10512.37,10578.34,10410.74,10679.97,10344.77
09-Feb-2018,10416.5,10480.2,10398.2,10454.95,197502912,10602.15,10564.73,10649.91,10491.66,10722.98,10406.48
12-Feb-2018,10518.2,10555.5,10485.4,10539.75,224114801,11133.78,10444.45,10490.7,10408.7,10526.45,10362.45
14-Feb-2018,10585.75,10590.55,10456.65,10500.9,236329440,12188.94,10526.88,10568.36,10498.26,10596.98,10456.78
15-Feb-2018,10537.9,10618.1,10511.05,10545.5,217090245,11035.38,10516.03,10575.41,10441.51,10649.93,10382.13
16-Feb-2018,10596.2,10612.9,10434.05,10452.3,190043189,10026.71,10558.22,10605.39,10498.34,10665.27,10451.17
19-Feb-2018,10488.9,10489.35,10302.75,10378.4,193087737,9871.36,10499.75,10565.45,10386.6,10678.6,10320.9
20-Feb-2018,10391.0,10429.35,10347.65,10360.4,193464871,9619.95,10390.17,10477.59,10290.99,10576.77,10203.57
21-Feb-2018,10426.0,10426.1,10349.6,10397.45,241331542,12996.36,10379.13,10410.61,10328.91,10460.83,10297.43
22-Feb-2018,10354.35,10397.55,10340.65,10382.7,323259078,17711.46,10391.05,10432.5,10356.0,10467.55,10314.55
23-Feb-2018,10408.1,10499.1,10396.65,10491.05,217134363,12704.32,10373.63,10406.61,10349.71,10430.53,10316.73
26-Feb-2018,10526.55,10592.95,10520.2,10582.6,177238616,10274.89,10462.27,10527.89,10425.44,10564.72,10359.82
27-Feb-2018,10615.2,10631.65,10537.25,10554.3,193250158,10276.42,10565.25,10610.3,10537.55,10638.0,10492.5
28-Feb-2018,10488.95,10535.5,10461.55,10492.85,294794221,16299.11,10574.4,10611.55,10517.15,10668.8,10480.0
01-Mar-2018,10479.95,10525.5,10447.15,10458.35,181378504,10179.48,10496.63,10531.71,10457.76,10570.58,10422.68
05-Mar-2018,10428.3,10428.7,10323.9,10358.85,199975720,10673.92,10477.0,10506.85,10428.5,10555.35,10398.65
06-Mar-2018,10420.5,10441.35,10215.9,10249.25,229782297,12143.95,10370.48,10417.06,10312.26,10475.28,10265.68
07-Mar-2018,10232.95,10243.35,10141.55,10154.2,257200599,12128.88,10302.17,10388.44,10162.99,10527.62,10076.72
08-Mar-2018,10216.25,10270.35,10146.4,10242.65,233377712,11479.51,10179.7,10217.85,10116.05,10281.5,10077.9
09-Mar-2018,10271.3,10296.7,10211.9,10226.85,192333334,9874.81,10219.8,10293.2,10169.25,10343.75,10095.85
12-Mar-2018,10301.6,10433.65,10295.45,10421.4,223135459,10968.95,10245.15,10278.4,10193.6,10329.95,10160.35
13-Mar-2018,10389.5,10478.6,10377.85,10426.85,274852794,23965.25,10383.5,10471.55,10333.35,10521.7,10245.3
14-Mar-2018,10393.05,10420.35,10336.3,10410.9,186991169,9564.68,10427.77,10477.69,10376.94,10528.52,10327.02
15-Mar-2018,10405.45,10420.0,10346.2,10360.15,179308593,8588.01,10389.18,10442.06,10358.01,10473.23,10305.13
16-Mar-2018,10345.15,10346.3,10180.25,10195.15,338702439,18811.97,10375.45,10404.7,10330.9,10449.25,10301.65
19-Mar-2018,10215.35,10224.55,10075.3,10094.25,216670033,11111.43,10240.57,10300.89,10134.84,10406.62,10074.52
20-Mar-2018,10051.55,10155.65,10049.1,10124.35,209327593,10947.12,10131.37,10187.44,10038.19,10280.62,9982.12
21-Mar-2018,10181.95,10227.3,10132.95,10155.25,211060429,11269.73,10109.7,10170.3,10063.75,10216.25,10003.15
22-Mar-2018,10167.5,10207.85,10105.4,10114.75,237632983,11558.88,10171.83,10210.71,10116.36,10266.18,10077.48
23-Mar-2018,9968.8,10027.7,9951.9,9998.05,294515154,14435.17,10142.67,10179.94,10077.49,10245.12,10040.22
26-Mar-2018,9989.15,10143.5,9958.55,10130.65,270665332,12695.47,9992.55,10033.2,9957.4,10068.35,9916.75
27-Mar-2018,10188.0,10207.9,10139.65,10184.15,232713976,11175.79,10077.57,10196.59,10011.64,10262.52,9892.62
28-Mar-2018,10143.6,10158.35,10096.9,10113.7,354977198,18807.48,10177.23,10214.81,10146.56,10245.48,10108.98
02-Apr-2018,10151.65,10220.1,10127.75,10211.8,223135459,10968.95,10122.98,10149.06,10087.61,10184.43,10061.53
03-Apr-2018,10186.85,10255.35,10171.05,10245.0,211652029,10167.12,10186.55,10245.35,10153.0,10278.9,10094.2
04-Apr-2018,10274.6,10279.85,10111.3,10128.4,238182921,11861.79,10223.8,10276.55,10192.25,10308.1,10139.5
05-Apr-2018,10228.45,10331.8,10227.45,10325.15,244116235,11674.92,10173.18,10235.06,10066.51,10341.73,10004.63
06-Apr-2018,10322.75,10350.45,10290.85,10331.6,206355691,10131.74,10294.8,10362.15,10257.8,10399.15,10190.45
09-Apr-2018,10333.7,10397.7,10328.5,10379.35,228512954,10714.13,10324.3,10357.75,10298.15,10383.9,10264.7
10-Apr-2018,10412.9,10424.85,10381.5,10402.25,259523888,11905.12,10368.52,10408.54,10339.34,10437.72,10299.32
11-Apr-2018,10428.15,10428.15,10355.6,10417.15,258077363,11790.58,10402.87,10424.24,10380.89,10446.22,10359.52
12-Apr-2018,10410.65,10469.9,10395.25,10458.65,246027888,12249.66,10400.3,10445.0,10372.45,10472.85,10327.75
13-Apr-2018,10495.3,10519.9,10451.45,10480.6,219724716,12354.55,10441.27,10487.29,10412.64,10515.92,10366.62
16-Apr-2018,10398.3,10540.15,10396.35,10528.35,200950876,11242.05,10483.98,10516.51,10448.06,10552.43,10415.53
17-Apr-2018,10557.3,10560.45,10495.65,10548.7,212449535,10501.71,10488.28,10580.21,10436.41,10632.08,10344.48
18-Apr-2018,10578.9,10594.2,10509.7,10526.2,211823044,9888.65,10534.93,10574.21,10509.41,10599.73,10470.13
19-Apr-2018,10563.65,10572.2,10546.2,10565.3,270740891,12559.11,10543.37,10577.04,10492.54,10627.87,10458.87
20-Apr-2018,10560.35,10582.35,10527.45,10564.05,252227268,15372.66,10561.23,10576.26,10550.26,10587.23,10535.23
23-Apr-2018,10592.8,10638.35,10514.95,10584.7,200203196,13642.67,10557.95,10588.45,10533.55,10612.85,10503.05
24-Apr-2018,10578.1,10636.8,10569.0,10614.35,225972673,12281.53,10579.33,10643.71,10520.31,10702.73,10455.93
25-Apr-2018,10612.4,10612.6,10536.45,10570.55,195129613,11125.11,10606.72,10644.44,10576.64,10674.52,10538.92
26-Apr-2018,10586.5,10628.4,10559.65,10617.8,345536167,19200.41,10573.2,10609.95,10533.8,10649.35,10497.05
27-Apr-2018,10651.65,10719.8,10647.55,10692.3,306671172,16886.89,10601.95,10644.25,10575.5,10670.7,10533.2
30-Apr-2018,10705.75,10759.0,10704.6,10739.35,179163468,10412.57,10686.55,10725.55,10653.3,10758.8,10614.3
02-May-2018,10783.85,10784.65,10689.8,10718.05,236757172,14820.58,10734.32,10764.04,10709.64,10788.72,10679.92
03-May-2018,10720.15,10720.6,10647.45,10679.65,190869804,11018.21,10730.83,10771.86,10677.01,10825.68,10635.98
04-May-2018,10700.45,10700.45,10601.6,10618.25,192296041,9721.56,10682.57,10717.69,10644.54,10755.72,10609.42
07-May-2018,10653.15,10725.65,10635.65,10715.5,173620240,9239.44,10640.1,10678.6,10579.75,10738.95,10541.25
08-May-2018,10757.9,10758.55,10689.4,10717.8,278118616,12783.49,10692.27,10748.89,10658.89,10782.27,10602.27
09-May-2018,10693.35,10766.25,10689.85,10741.7,222115640,10390.92,10721.92,10754.44,10685.29,10791.07,10652.77
10-May-2018,10779.65,10785.55,10705.0,10716.55,197988475,10526.38,10732.6,10775.35,10698.95,10809.0,10656.2
11-May-2018,10741.95,10812.05,10724.45,10806.5,209392114,10432.43,10735.7,10766.4,10685.85,10816.25,10655.15
14-May-2018,10815.15,10834.85,10774.75,10806.6,176697512,9075.44,10781.0,10837.55,10749.95,10868.6,10693.4
15-May-2018,10812.6,10929.2,10781.4,10801.85,262202312,13582.7,10805.4,10836.05,10775.95,10865.5,10745.3
16-May-2018,10751.95,10790.45,10699.7,10741.1,238221884,11359.48,10837.48,10893.56,10745.76,10985.28,10689.68
17-May-2018,10775.6,10777.25,10664.5,10682.7,220738923,12506.3,10743.75,10787.8,10697.05,10834.5,10653.0
18-May-2018,10671.85,10674.95,10589.1,10596.4,229908939,13908.47,10708.15,10751.8,10639.05,10820.9,10595.4
21-May-2018,10616.7,10621.7,10505.8,10516.7,197294184,11346.13,10620.15,10651.2,10565.35,10706.0,10534.3
22-May-2018,10518.45,10558.6,10490.55,10536.7,249236637,12017.36,10548.07,10590.34,10474.44,10663.97,10432.17
23-May-2018,10521.1,10533.55,10417.8,10430.35,299919120,13456.6,10528.62,10566.69,10498.64,10596.67,10460.57
24-May-2018,10464.85,10535.15,10419.8,10513.85,306792497,12914.16,10460.57,10503.34,10387.59,10576.32,10344.82
25-May-2018,10533.05,10628.05,10524.0,10605.15,268914888,12431.16,10489.6,10559.4,10444.05,10604.95,10374.25
28-May-2018,10648.35,10709.8,10640.55,10688.65,239786001,11764.35,10585.73,10647.46,10543.41,10689.78,10481.68
29-May-2018,10689.4,10717.25,10616.1,10633.3,232761575,11817.39,10679.67,10718.79,10649.54,10748.92,10610.42
30-May-2018,10579.0,10648.7,10558.45,10614.35,246124259,12224.76,10655.55,10695.0,10593.85,10756.7,10554.4
31-May-2018,10670.1,10763.8,10620.4,10736.15,629198569,29479.77,10607.17,10655.89,10565.64,10697.42,10516.92
01-Jun-2018,10738.45,10764.75,10681.5,10696.2,227355567,12965.01,10706.78,10793.16,10649.76,10850.18,10563.38
04-Jun-2018,10765.95,10770.3,10618.35,10628.5,210148313,14120.49,10714.15,10746.8,10663.55,10797.4,10630.9
05-Jun-2018,10630.7,10633.15,10550.9,10593.15,172898027,10027.54,10672.38,10726.41,10574.46,10824.33,10520.43
06-Jun-2018,10603.45,10698.35,10587.5,10684.65,195761429,9920.75,10592.4,10633.9,10551.65,10674.65,10510.15
07-Jun-2018,10722.6,10818.0,10722.6,10768.35,227663151,11315.24,10656.83,10726.16,10615.31,10767.68,10545.98
08-Jun-2018,10736.4,10779.45,10709.05,10767.65,215942528,12360.88,10769.65,10816.7,10721.3,10865.05,10674.25
11-Jun-2018,10781.85,10850.55,10777.05,10786.95,217849903,11384.97,10752.05,10795.05,10724.65,10822.45,10681.65
12-Jun-2018,10816.15,10856.55,10789.4,10842.85,204419184,11989.07,10804.85,10832.65,10759.15,10878.35,10731.35
13-Jun-2018,10887.5,10893.25,10842.65,10856.7,220003032,12982.8,10829.6,10869.8,10802.65,10896.75,10762.45
14-Jun-2018,10832.9,10833.7,10773.55,10808.05,190031664,11659.79,10864.2,10885.75,10835.15,10914.8,10813.6
15-Jun-2018,10808.65,10834.0,10755.4,10817.7,314764425,19271.43,10805.1,10836.65,10776.5,10865.25,10744.95
18-Jun-2018,10830.2,10830.2,10787.35,10799.85,202727202,11182.48,10802.37,10849.34,10770.74,10880.97,10723.77
19-Jun-2018,10789.45,10789.45,10701.2,10710.45,231382790,12290.16,10805.8,10824.25,10781.4,10848.65,10762.95
20-Jun-2018,10734.65,10781.8,10724.05,10772.05,199467082,10858.35,10733.7,10766.2,10677.95,10821.95,10645.45
21-Jun-2018,10808.45,10809.6,10725.9,10741.1,230507383,12211.18,10759.3,10794.55,10736.8,10817.05,10701.55
22-Jun-2018,10742.7,10837.0,10710.45,10821.85,236898415,13520.01,10758.87,10791.84,10708.14,10842.57,10675.17
25-Jun-2018,10822.9,10831.05,10753.05,10762.45,236693278,12012.41,10789.77,10869.09,10742.54,10916.32,10663.22
26-Jun-2018,10742.7,10805.25,10732.55,10769.15,226846382,12113.53,10782.18,10811.31,10733.31,10860.18,10704.18
27-Jun-2018,10785.5,10785.5,10652.4,10671.4,253620792,13837.03,10768.98,10805.41,10732.71,10841.68,10696.28
28-Jun-2018,10660.8,10674.2,10557.7,10589.1,363157327,20187.98,10703.1,10753.8,10620.7,10836.2,10570.0
29-Jun-2018,10612.85,10723.05,10612.35,10714.3,250327878,14440.17,10607.0,10656.3,10539.8,10723.5,10490.5
02-Jul-2018,10732.35,10736.15,10604.65,10657.3,304536687,13591.3,10683.23,10754.11,10643.41,10793.93,10572.53
03-Jul-2018,10668.6,10713.3,10630.25,10699.9,208371545,10896.89,10666.03,10727.41,10595.91,10797.53,10534.53
04-Jul-2018,10715.0,10777.15,10677.75,10769.9,179268271,10388.69,10681.15,10732.05,10649.0,10764.2,10598.1
05-Jul-2018,10786.05,10786.05,10726.25,10749.75,227267176,13676.58,10741.6,10805.45,10706.05,10841.0,10642.2
06-Jul-2018,10744.15,10816.35,10735.05,10772.65,256547706,14006.48,10754.02,10781.79,10721.99,10813.82,10694.22
09-Jul-2018,10838.3,10860.35,10807.15,10852.9,189331016,10843.92,10774.68,10814.31,10733.01,10855.98,10693.38
10-Jul-2018,10902.75,10956.9,10876.65,10947.25,203061980,12834.85,10840.13,10873.11,10819.91,10893.33,10786.93
11-Jul-2018,10956.4,10976.65,10923.0,10948.3,229211999,15944.45,10926.93,10977.21,10896.96,11007.18,10846.68
12-Jul-2018,11006.95,11078.3,10999.65,11023.2,256034815,15787.28,10949.32,10975.64,10921.99,11002.97,10895.67
13-Jul-2018,11056.9,11071.35,10999.75,11018.9,241670818,14744.56,11033.72,11067.79,10989.14,11112.37,10955.07
16-Jul-2018,11018.95,11019.5,10926.25,10936.85,216971413,13709.57,11030.0,11060.25,10988.65,11101.6,10958.4
17-Jul-2018,10939.65,11018.5,10925.6,11008.05,217107580,12649.4,10960.87,10995.49,10902.24,11054.12,10867.62
18-Jul-2018,11060.2,11076.2,10956.3,10980.45,232502459,13320.2,10984.05,11042.5,10949.6,11076.95,10891.15
19-Jul-2018,10999.5,11006.5,10935.45,10957.1,222056399,12199.98,11004.32,11052.34,10932.44,11124.22,10884.42
20-Jul-2018,10963.5,11030.25,10946.2,11010.2,193144113,14105.94,10966.35,10997.25,10926.2,11037.4,10895.3
23-Jul-2018,11019.85,11093.4,11010.95,11084.75,236153085,14932.51,10995.55,11044.9,10960.85,11079.6,10911.5
24-Jul-2018,11109.0,11143.4,11092.5,11134.3,212247395,13931.15,11063.03,11115.11,11032.66,11145.48,10980.58
25-Jul-2018,11148.4,11157.15,11113.25,11132.0,212333169,12528.8,11123.4,11154.3,11103.4,11174.3,11072.5
26-Jul-2018,11132.95,11185.85,11125.7,11167.3,376657398,21595.33,11134.13,11155.01,11111.11,11178.03,11090.23
27-Jul-2018,11232.75,11283.4,11210.25,11278.35,324343457,15203.09,11159.62,11193.54,11133.39,11219.77,11099.47
30-Jul-2018,11296.65,11328.1,11261.45,11319.55,287435926,14716.66,11257.33,11304.41,11231.26,11330.48,11184.18
31-Jul-2018,11311.05,11366.0,11267.75,11356.5,264430889,15297.4,11303.03,11344.61,11277.96,11369.68,11236.38
01-Aug-2018,11359.8,11390.55,11313.55,11346.2,278012697,14436.12,11330.08,11392.41,11294.16,11428.33,11231.83
02-Aug-2018,11328.9,11328.9,11234.95,11244.7,216533127,12267.66,11350.1,11386.65,11309.65,11427.1,11273.1
03-Aug-2018,11297.8,11368.0,11294.55,11360.8,225146360,12984.66,11269.52,11304.09,11210.14,11363.47,11175.57
06-Aug-2018,11401.5,11427.65,11370.6,11387.1,210002582,11321.55,11341.12,11387.69,11314.24,11414.57,11267.67
07-Aug-2018,11423.15,11428.95,11359.7,11389.45,233409612,12457.71,11395.12,11419.64,11362.59,11452.17,11338.07
08-Aug-2018,11412.5,11459.95,11379.3,11450.0,217047641,12422.62,11392.7,11425.7,11356.45,11461.95,11323.45
09-Aug-2018,11493.25,11495.2,11454.1,11470.7,311521403,15842.76,11429.75,11480.2,11399.55,11510.4,11349.1
10-Aug-2018,11474.95,11478.75,11419.65,11429.5,336424182,15738.26,11473.33,11492.56,11451.46,11514.43,11432.23
13-Aug-2018,11369.6,11406.3,11340.3,11355.75,254466760,12899.22,11442.63,11465.61,11406.51,11501.73,11383.53
14-Aug-2018,11381.7,11452.45,11370.8,11435.1,239841680,13935.35,11367.45,11394.6,11328.6,11433.45,11301.45
16-Aug-2018,11397.15,11449.85,11366.25,11385.05,299610298,17081.62,11419.45,11468.1,11386.45,11501.1,11337.8
17-Aug-2018,11437.15,11486.45,11431.8,11470.75,241985503,13275.31,11400.38,11434.51,11350.91,11483.98,11316.78
20-Aug-2018,11502.1,11565.3,11499.65,11551.75,239843358,14119.93,11463.0,11494.2,11439.55,11517.65,11408.35
21-Aug-2018,11576.2,11581.75,11539.6,11570.9,231063669,13528.83,11538.9,11578.15,11512.5,11604.55,11473.25
23-Aug-2018,11620.7,11620.7,11546.7,11582.75,256163842,16117.77,11564.08,11588.56,11546.41,11606.23,11521.93
24-Aug-2018,11566.6,11604.6,11532.0,11557.1,225604574,13019.55,11583.38,11620.06,11546.06,11657.38,11509.38
27-Aug-2018,11605.85,11700.95,11595.6,11691.95,205689327,11707.5,11564.57,11597.14,11524.54,11637.17,11491.97
28-Aug-2018,11731.95,11760.2,11710.5,11738.5,249420312,13946.7,11662.83,11730.06,11624.71,11768.18,11557.48
29-Aug-2018,11744.95,11753.2,11678.85,11691.9,259351550,14324.65,11736.4,11762.3,11712.6,11786.1,11686.7
30-Aug-2018,11694.75,11698.8,11639.7,11676.8,323450305,18275.54,11707.98,11737.11,11662.76,11782.33,11633.63
31-Aug-2018,11675.85,11727.65,11640.1,11680.5,357230312,20755.73,11671.77,11703.84,11644.74,11730.87,11612.67
03-Sep-2018,11751.8,11751.8,11567.4,11582.35,241726864,16139.58,11682.75,11725.4,11637.85,11770.3,11595.2
04-Sep-2018,11598.75,11602.55,11496.85,11520.3,262701030,16254.78,11633.85,11700.3,11515.9,11818.25,11449.45
05-Sep-2018,11514.85,11542.65,11393.85,11476.95,253689858,15078.23,11539.9,11582.95,11477.25,11645.6,11434.2
06-Sep-2018,11514.15,11562.25,11436.05,11536.9,255558129,15161.0,11471.15,11548.45,11399.65,11619.95,11322.35
07-Sep-2018,11558.25,11603.0,11484.4,11589.1,305029077,16441.02,11511.73,11587.41,11461.21,11637.93,11385.53
10-Sep-2018,11570.25,11573.0,11427.3,11438.1,295597988,16513.89,11558.83,11633.26,11514.66,11677.43,11440.23
11-Sep-2018,11476.85,11479.4,11274.0,11287.5,318093125,18745.54,11479.47,11531.64,11385.94,11625.17,11333.77
12-Sep-2018,11340.1,11380.75,11250.2,11369.9,276509748,15567.9,11346.97,11419.94,11214.54,11552.37,11141.57
14-Sep-2018,11443.5,11523.25,11430.55,11515.2,285218296,16423.36,11333.62,11417.04,11286.49,11464.17,11203.07
17-Sep-2018,11464.95,11464.95,11366.9,11377.75,207620518,11294.84,11489.67,11548.79,11456.09,11582.37,11396.97
18-Sep-2018,11381.55,11411.45,11268.95,11278.9,248298794,13814.11,11403.2,11439.5,11341.45,11501.25,11305.15
19-Sep-2018,11326.65,11332.05,11210.9,11234.35,258424384,15116.69,11319.77,11370.59,11228.09,11462.27,11177.27
21-Sep-2018,11271.3,11346.8,10866.45,11143.1,741153209,35131.19,11259.1,11307.3,11186.15,11380.25,11137.95
24-Sep-2018,11164.4,11170.15,10943.6,10967.4,398815949,23023.34,11118.78,11371.11,10890.76,11599.13,10638.43
25-Sep-2018,10969.95,11080.6,10882.85,11067.45,417548830,22878.57,11027.05,11110.5,10883.95,11253.6,10800.5
26-Sep-2018,11145.55,11145.55,10993.05,11053.8,351041146,17803.68,11010.3,11137.75,10940.0,11208.05,10812.55
27-Sep-2018,11079.8,11089.45,10953.35,10977.55,418210067,22582.86,11064.13,11135.21,10982.71,11216.63,10911.63
28-Sep-2018,11008.1,11034.1,10850.3,10930.45,492894147,23227.86,11006.78,11060.21,10924.11,11142.88,10870.68
01-Oct-2018,10930.9,11035.65,10821.55,11008.3,398987274,20391.72,10938.28,11026.26,10842.46,11122.08,10754.48
03-Oct-2018,10982.7,10989.05,10843.75,10858.25,398756507,21225.59,10955.17,11088.79,10874.69,11169.27,10741.07
04-Oct-2018,10754.7,10754.7,10547.25,10599.25,438202008,23711.57,10897.02,10950.29,10804.99,11042.32,10751.72
05-Oct-2018,10514.1,10540.65,10261.9,10316.45,625153832,25254.21,10633.73,10720.21,10512.76,10841.18,10426.28
08-Oct-2018,10310.15,10398.35,10198.4,10348.05,470279031,22130.94,10373.0,10484.1,10205.35,10651.75,10094.25
09-Oct-2018,10390.3,10397.6,10279.35,10301.05,443795275,18285.41,10314.93,10431.46,10231.51,10514.88,10114.98
10-Oct-2018,10331.85,10482.35,10318.25,10460.1,373844130,19592.59,10326.0,10372.65,10254.4,10444.25,10207.75
11-Oct-2018,10169.8,10335.95,10138.6,10234.65,498509417,21907.13,10420.23,10522.21,10358.11,10584.33,10256.13
12-Oct-2018,10331.55,10492.45,10322.15,10472.5,354056762,18606.04,10236.4,10334.2,10136.85,10433.75,10039.05
15-Oct-2018,10524.2,10526.3,10410.15,10512.5,267517728,14372.15,10429.03,10535.91,10365.61,10599.33,10258.73
16-Oct-2018,10550.15,10604.9,10525.3,10584.75,273444095,15453.03,10482.98,10555.81,10439.66,10599.13,10366.83
17-Oct-2018,10688.7,10710.15,10436.45,10453.05,293586908,17173.14,10571.65,10618.0,10538.4,10651.25,10492.05
19-Oct-2018,10339.7,10380.1,10249.6,10303.55,368552204,20505.66,10533.22,10629.99,10356.29,10806.92,10259.52
22-Oct-2018,10405.85,10408.55,10224.0,10245.25,306472776,17241.94,10311.08,10372.56,10242.06,10441.58,10180.58
23-Oct-2018,10152.6,10222.1,10102.35,10146.8,312042090,18114.71,10292.6,10361.2,10176.65,10477.15,10108.05
24-Oct-2018,10278.15,10290.65,10126.7,10224.75,362272428,19413.24,10157.08,10211.81,10092.06,10276.83,10037.33
25-Oct-2018,10135.05,10166.6,10079.3,10124.9,522421914,23503.76,10214.03,10301.36,10137.41,10377.98,10050.08
26-Oct-2018,10122.35,10128.85,10004.55,10030.0,375563273,16120.14,10123.6,10167.9,10080.6,10210.9,10036.3
29-Oct-2018,10078.1,10275.3,10020.35,10250.85,375749433,17514.85,10054.47,10104.39,9980.09,10178.77,9930.17
30-Oct-2018,10239.4,10285.1,10175.35,10198.4,298753965,14789.51,10182.17,10343.99,10089.04,10437.12,9927.22
31-Oct-2018,10209.55,10396.0,10105.1,10386.6,386618948,21513.85,10219.62,10263.89,10154.14,10329.37,10109.87
01-Nov-2018,10441.7,10441.9,10341.9,10380.45,359340403,18111.88,10295.9,10486.7,10195.8,10586.8,10005.0
02-Nov-2018,10462.3,10606.95,10457.7,10553.0,434175607,21758.8,10388.08,10434.26,10334.26,10488.08,10288.08
05-Nov-2018,10558.75,10558.8,10477.0,10524.0,311176379,14761.17,10539.22,10620.74,10471.49,10688.47,10389.97
06-Nov-2018,10552.0,10600.25,10491.45,10530.0,309878810,14006.19,10519.93,10562.86,10481.06,10601.73,10438.13
07-Nov-2018,10614.45,10616.45,10582.3,10598.4,32194181,1534.08,10540.57,10589.69,10480.89,10649.37,10431.77
09-Nov-2018,10614.7,10619.55,10544.85,10585.2,305817331,15294.83,10599.05,10615.8,10581.65,10633.2,10564.9
12-Nov-2018,10607.8,10645.5,10464.05,10482.2,267710127,13445.33,10583.2,10621.55,10546.85,10657.9,10508.5
13-Nov-2018,10451.9,10596.25,10440.55,10582.5,262541595,13078.98,10530.58,10597.11,10415.66,10712.03,10349.13
14-Nov-2018,10634.9,10651.6,10532.7,10576.3,396373781,19374.89,10539.77,10638.99,10483.29,10695.47,10384.07
15-Nov-2018,10580.6,10646.5,10557.5,10616.7,306011926,14937.67,10586.87,10641.04,10522.14,10705.77,10467.97
16-Nov-2018,10644.0,10695.15,10631.15,10682.2,353384918,16728.88,10606.9,10656.3,10567.3,10695.9,10517.9
19-Nov-2018,10731.25,10774.7,10688.8,10763.4,280522364,13540.9,10669.5,10707.85,10643.85,10733.5,10605.5
20-Nov-2018,10740.1,10740.85,10640.85,10656.2,304322623,13077.24,10742.3,10795.8,10709.9,10828.2,10656.4
21-Nov-2018,10670.95,10671.3,10562.35,10600.05,310191008,15382.32,10679.3,10717.75,10617.75,10779.3,10579.3
22-Nov-2018,10612.65,10646.25,10512.0,10526.75,246926671,12254.36,10611.23,10660.11,10551.16,10720.18,10502.28
26-Nov-2018,10568.3,10637.8,10489.75,10628.6,332863041,15927.25,10561.67,10611.34,10477.09,10695.92,10427.42
27-Nov-2018,10621.45,10695.15,10596.35,10685.6,382834178,17296.28,10585.38,10681.01,10532.96,10733.43,10437.33
28-Nov-2018,10708.75,10757.8,10699.85,10728.85,437627174,17737.28,10659.03,10721.71,10622.91,10757.83,10560.23
29-Nov-2018,10808.7,10883.05,10782.35,10858.7,712650890,26283.43,10728.83,10757.81,10699.86,10786.78,10670.88
30-Nov-2018,10892.1,10922.45,10835.1,10876.75,467857329,19964.33,10841.37,10900.39,10799.69,10942.07,10740.67
03-Dec-2018,10930.7,10941.2,10845.35,10883.75,422358631,18484.91,10878.1,10921.1,10833.75,10965.45,10790.75
04-Dec-2018,10877.1,10890.95,10833.35,10869.5,332137359,15857.16,10890.1,10934.85,10839.0,10985.95,10794.25
05-Dec-2018,10820.45,10821.05,10747.95,10782.9,322019985,15176.26,10864.6,10895.85,10838.25,10922.2,10807.0
06-Dec-2018,10718.15,10722.65,10588.25,10601.15,328275196,16488.87,10783.97,10819.99,10746.89,10857.07,10710.87
07-Dec-2018,10644.8,10704.55,10599.35,10693.7,335849636,18597.83,10637.35,10686.45,10552.05,10771.75,10502.95
